Leitura de dados da rede elétrica...
Main directory: 
 . 
Data sub-folder: 
 /IEEE906 
DBAR ok
leitura ok
Estimador de Estado NEC Trifásico...
ref 1: 2721, ref 2: 2723
vl: 1.000000
nmed: 110, nvir: 5329


Iteracao:  0 	|Dx|_inf =  0.01007975371977001 	 |Grad|_inf =  16896417547342189690880.00000000000000000 
.vl: 1.000000
nmed: 110, nvir: 5329


Iteracao:  1 	|Dx|_inf =  0.00000030272184674 	 |Grad|_inf =  16897796317924997201920.00000000000000000 
.
Estimação NEC: 2.164297
Tensoes Nodais (p.u.):
0	Va: 1.00000 | 0.000 	Vb: 1.00000 | -120.000	Vc: 1.00000 | 120.000
47	Va: 0.99811 | -30.000 	Vb: 0.99991 | -150.000	Vc: 1.00000 | 90.000
48	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
49	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
50	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
51	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
52	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
53	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
54	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
55	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
56	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
57	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
58	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
59	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
60	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
61	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
62	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
63	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
64	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
65	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
66	Va: 1.00000 | -30.000 	Vb: 0.99739 | -150.000	Vc: 1.00000 | 90.000
67	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
68	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
69	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
70	Va: 0.99991 | -30.000 	Vb: 1.00166 | -150.000	Vc: 1.00000 | 90.000
71	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
72	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
73	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
74	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
75	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
76	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
77	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
78	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
79	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
80	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
81	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
82	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
83	Va: 0.99822 | -30.000 	Vb: 0.99992 | -150.000	Vc: 1.00000 | 90.000
84	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
85	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
86	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
87	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
88	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
89	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
90	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
91	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
92	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
93	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
94	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
95	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
96	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
97	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
98	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
99	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
100	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
101	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
102	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
103	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
104	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
105	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
106	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
107	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
108	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
109	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
110	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
111	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
112	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
113	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
114	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
115	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
116	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
117	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
118	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
119	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
120	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
121	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
122	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
123	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
124	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
125	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
126	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
127	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
128	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
129	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
130	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
131	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
132	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
133	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
134	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
135	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
136	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
137	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
138	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
139	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
140	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
141	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
142	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
143	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
144	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
145	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
146	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
147	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
148	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
149	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
150	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
151	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
152	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
153	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
154	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
155	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
156	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
157	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
158	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
159	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
160	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
161	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
162	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
163	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
164	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
165	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
166	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
167	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
168	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
169	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
170	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
171	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
172	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
173	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
174	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
175	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
176	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
177	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
178	Va: 0.99803 | -30.000 	Vb: 0.99991 | -150.000	Vc: 1.00000 | 90.000
179	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
180	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
181	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
182	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
183	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
184	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
185	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
186	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
187	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
188	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
189	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
190	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
191	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
192	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
193	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
194	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
195	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
196	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
197	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
198	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
199	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
200	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
201	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
202	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
203	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
204	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
205	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
206	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
207	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
208	Va: 0.99283 | -30.000 	Vb: 0.99127 | -150.000	Vc: 1.00000 | 90.000
209	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
210	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
211	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
212	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
213	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
214	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
215	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
216	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
217	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
218	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
219	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
220	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
221	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
222	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
223	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
224	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
225	Va: 0.99988 | -30.000 	Vb: 1.00215 | -150.000	Vc: 1.00000 | 90.000
226	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
227	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
228	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
229	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
230	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
231	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
232	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
233	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
234	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
235	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
236	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
237	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
238	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
239	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
240	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
241	Va: 1.00228 | -30.000 	Vb: 1.00010 | -150.000	Vc: 1.00000 | 90.000
242	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
243	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
244	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
245	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
246	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
247	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
248	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
249	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
250	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
251	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
252	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
253	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
254	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
255	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
256	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
257	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
258	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
259	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
260	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
261	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
262	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
263	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
264	Va: 0.99269 | -30.000 	Vb: 0.99110 | -150.000	Vc: 1.00000 | 90.000
265	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
266	Va: 1.00000 | -30.000 	Vb: 1.00000 | -150.000	Vc: 1.00000 | 90.000
